id,slug,name,brand,sku,category_id,description,mrp,selling_price,discount_pct,stock_qty,availability,is_new,is_bestseller,is_trending,rating_avg,rating_count,created_at
e2a4db50-4fb8-478e-a784-2680e9e32258,gold-cut-dana-embroidered-tuxedo-set-of-2,Gold Cut Dana Embroidered Tuxedo Set Of 2,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Gold Cut Dana Embroidered Tuxedo Set Of 2 from BUTTERBYTE STORE — a meticulously crafted tuxedo designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined gold finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for weddings, receptions, and black-tie occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",3150.00,2550.00,19,25,In Stock,t,f,f,5.0,35,2026-05-31 14:38:46.570484+00
28587682-8930-41fd-a6b8-55b649609f8b,contrast-by-parth-soul-black-tuxedo-set-of-4,Contrast By Parth Soul Black Tuxedo Set Of 4,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Contrast By Parth Soul Black Tuxedo Set Of 4 from BUTTERBYTE STORE — a meticulously crafted tuxedo designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined black finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for weddings, receptions, and black-tie occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",3100.00,2500.00,19,25,In Stock,t,f,f,4.0,28,2026-05-31 14:38:46.570484+00
21e416e2-ee01-44c0-b018-935adc125812,men-s-tailored-fit-dobby-blazer-with-waistcoat-and-trouser-set-of-3,Men S Tailored Fit Dobby Blazer With Waistcoat And Trouser Set Of 3,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Men S Tailored Fit Dobby Blazer With Waistcoat And Trouser Set Of 3 from BUTTERBYTE STORE — a meticulously crafted blazer set designed for the modern Indian gentleman. Tailored from premium suiting fabric, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",7500.00,6000.00,20,25,In Stock,t,f,f,4.0,28,2026-05-31 14:38:46.570484+00
5566f9a2-cfef-44b3-aa91-8a14a5c2a6e4,pitch-black-tuxedo-with-shirt-trouser-set-of-3,Pitch Black Tuxedo With Shirt Trouser Set Of 3,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Pitch Black Tuxedo With Shirt Trouser Set Of 3 from BUTTERBYTE STORE — a meticulously crafted tuxedo designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined black finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for weddings, receptions, and black-tie occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2800.00,2250.00,20,25,In Stock,t,f,f,5.0,35,2026-05-31 14:38:46.570484+00
8f4c2bc9-dfd4-400a-b2ac-1851b7c757bd,men-black-tailored-regular-fit-solid-two-piece-suit,Men Black Tailored Regular Fit Solid Two Piece Suit,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Men Black Tailored Regular Fit Solid Two Piece Suit from BUTTERBYTE STORE — a meticulously crafted two-piece suit designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined black finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2750.00,2200.00,20,25,In Stock,t,f,f,4.0,28,2026-05-31 14:38:46.570484+00
04513120-e1f2-498f-a0af-3701cfcae4f4,mens-tailored-fit-two-piece-suit-grey,Mens Tailored Fit Two Piece Suit Grey,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Mens Tailored Fit Two Piece Suit Grey from BUTTERBYTE STORE — a meticulously crafted two-piece suit designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined grey finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2650.00,2150.00,19,25,In Stock,t,f,f,3.5,21,2026-05-31 14:38:46.570484+00
9c12297b-e521-4074-b366-682bbab666fd,contrast-by-parth-navy-blue-cord-tuxedo-set-o,Contrast By Parth Navy Blue Cord Tuxedo Set O,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Contrast By Parth Navy Blue Cord Tuxedo Set O from BUTTERBYTE STORE — a meticulously crafted tuxedo designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined navy blue finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for weddings, receptions, and black-tie occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2550.00,2050.00,20,25,In Stock,t,f,f,4.0,28,2026-05-31 14:38:46.570484+00
2aadd79b-08c0-4301-b77e-f83975e6bc2e,black-metallic-wrap-style-stroked-suit-set-of-3,Black Metallic Wrap Style Stroked Suit Set Of 3,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Black Metallic Wrap Style Stroked Suit Set Of 3 from BUTTERBYTE STORE — a meticulously crafted three-piece suit designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined black finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2500.00,2000.00,20,25,In Stock,t,f,f,5.0,35,2026-05-31 14:38:46.570484+00
0a532b52-d045-445e-ae20-a8270608733f,the-floating-spider-blazer-with-shirt-trouser-set-of-3,The Floating Spider Blazer With Shirt Trouser Set Of 3,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the The Floating Spider Blazer With Shirt Trouser Set Of 3 from BUTTERBYTE STORE — a meticulously crafted blazer set designed for the modern Indian gentleman. Tailored from premium suiting fabric, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2500.00,2000.00,20,25,In Stock,t,f,f,3.5,21,2026-05-31 14:38:46.570484+00
0d536b79-3efa-4dec-81de-b8929ba28100,white-embroidered-tuxedo-blazer-with-pant,White Embroidered Tuxedo Blazer With Pant,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the White Embroidered Tuxedo Blazer With Pant from BUTTERBYTE STORE — a meticulously crafted tuxedo designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined white finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for weddings, receptions, and black-tie occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2400.00,1950.00,19,25,In Stock,t,f,f,5.0,35,2026-05-31 14:39:28.513661+00
4e7dfe36-87fb-4de5-94b4-539b67cf0269,white-charm-jacket-with-shirt-pant-set-of-3,White Charm Jacket With Shirt Pant Set Of 3,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the White Charm Jacket With Shirt Pant Set Of 3 from BUTTERBYTE STORE — a meticulously crafted three-piece suit designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined white finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2400.00,1950.00,19,25,In Stock,t,f,f,3.5,21,2026-05-31 14:39:28.513661+00
d9926923-a2c6-44dd-a8db-4fe58eb2cc33,birdseye-suit-set-of-3,Birdseye Suit Set Of 3,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Birdseye Suit Set Of 3 from BUTTERBYTE STORE — a meticulously crafted three-piece suit designed for the modern Indian gentleman. Tailored from premium suiting fabric, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2400.00,1950.00,19,25,In Stock,t,f,f,5.0,35,2026-05-31 14:39:28.513661+00
f24a1522-56a3-40ad-b2ca-79d0e5f18e58,brown-slim-fit-formal-suit,Brown Slim Fit Formal Suit,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Brown Slim Fit Formal Suit from BUTTERBYTE STORE — a meticulously crafted tailored suit designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined brown finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2350.00,1900.00,19,25,In Stock,t,f,f,5.0,35,2026-05-31 14:39:28.513661+00
287c52d6-bc7e-42c0-ab53-74a09ab43531,black-single-breasted-embellished-blazer-with-pant,Black Single Breasted Embellished Blazer With Pant,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Black Single Breasted Embellished Blazer With Pant from BUTTERBYTE STORE — a meticulously crafted blazer set designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined black finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for weddings, receptions, and black-tie occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2300.00,1850.00,20,25,In Stock,t,f,f,5.0,35,2026-05-31 14:39:28.513661+00
291a959f-7089-447e-8f98-ddd61d65fb5a,primary-black-2-piece-checks-suit-set-of-2,Primary Black 2 Piece Checks Suit Set Of 2,BUTTERBYTE STORE,,d5ce200a-cd25-4a93-8ec1-851dbaa9a41c,"Elevate your formalwear with the Primary Black 2 Piece Checks Suit Set Of 2 from BUTTERBYTE STORE — a meticulously crafted two-piece suit designed for the modern Indian gentleman. Tailored from premium suiting fabric with a refined black finish, this set offers a sharp silhouette, structured shoulders, and a flattering fit that drapes effortlessly. Perfect for formal events, business meetings, and special occasions, it pairs beautifully with leather oxfords, a crisp pocket square, and minimal accessories for an effortlessly polished look. Features include precision stitching, premium lining, functional buttons, and durable construction for long-lasting wear. Dry-clean only to preserve the fabric and finish.",2050.00,1650.00,20,25,In Stock,t,f,f,4.0,28,2026-05-31 14:39:28.513661+00
9f1fcba9-eb09-470d-ab4c-bcc2850c9f3b,black-boat-neck-midi-dress,Black Boat Neck Midi Dress,BUTTERBYTE STORE,BB-DRESS-001,13fe2d01-8918-412c-8917-c508525e02b5,"Discover the Black Boat Neck Midi Dress from BUTTERBYTE STORE — a thoughtfully designed dress crafted for the modern Indian wardrobe. Made with premium, breathable fabric and finished with meticulous tailoring, this Black Boat Neck Midi Dress blends contemporary design with timeless ethnic sensibility — ideal for festive occasions, everyday wear, gifting and special celebrations.

Key Highlights:
• Premium soft-touch fabric with a comfortable hand feel
• Tailored fit designed for all-day comfort and easy movement
• Durable double-stitched seams and color-fast dyes for long-lasting wear
• Easy care — machine washable, low maintenance
• Versatile styling — pair with traditional or contemporary essentials

Why shop the Black Boat Neck Midi Dress at BUTTERBYTE STORE? Enjoy authentic quality, pan-India shipping, secure checkout, easy 7-day returns and dedicated customer support. Elevate your ethnic and everyday wardrobe with BUTTERBYTE STORE — premium fashion for the modern Indian.",1375.00,1100.00,20,25,In Stock,t,f,f,4.3,0,2026-05-30 23:57:24.994122+00
fdeb6aa4-f82b-4495-ad98-890ae45a1f6c,midi-dress-with-belt-white-floral,Midi Dress With Belt White Floral,BUTTERBYTE STORE,BB-DRESS-002,13fe2d01-8918-412c-8917-c508525e02b5,"Discover the Midi Dress With Belt White Floral from BUTTERBYTE STORE — a thoughtfully designed dress crafted for the modern Indian wardrobe. Made with premium, breathable fabric and finished with meticulous tailoring, this Midi Dress With Belt White Floral blends contemporary design with timeless ethnic sensibility — ideal for festive occasions, everyday wear, gifting and special celebrations.

Key Highlights:
• Premium soft-touch fabric with a comfortable hand feel
• Tailored fit designed for all-day comfort and easy movement
• Durable double-stitched seams and color-fast dyes for long-lasting wear
• Easy care — machine washable, low maintenance
• Versatile styling — pair with traditional or contemporary essentials

Why shop the Midi Dress With Belt White Floral at BUTTERBYTE STORE? Enjoy authentic quality, pan-India shipping, secure checkout, easy 7-day returns and dedicated customer support. Elevate your ethnic and everyday wardrobe with BUTTERBYTE STORE — premium fashion for the modern Indian.",3125.00,2500.00,20,25,In Stock,t,f,f,4.3,0,2026-05-30 23:57:25.069333+00
f2b6742b-17b1-45f1-9055-adff32e115cd,white-printed-a-line-maxi-dress,White Printed A Line Maxi Dress,BUTTERBYTE STORE,BB-DRESS-003,13fe2d01-8918-412c-8917-c508525e02b5,"Discover the White Printed A Line Maxi Dress from BUTTERBYTE STORE — a thoughtfully designed dress crafted for the modern Indian wardrobe. Made with premium, breathable fabric and finished with meticulous tailoring, this White Printed A Line Maxi Dress blends contemporary design with timeless ethnic sensibility — ideal for festive occasions, everyday wear, gifting and special celebrations.

Key Highlights:
• Premium soft-touch fabric with a comfortable hand feel
• Tailored fit designed for all-day comfort and easy movement
• Durable double-stitched seams and color-fast dyes for long-lasting wear
• Easy care — machine washable, low maintenance
• Versatile styling — pair with traditional or contemporary essentials

Why shop the White Printed A Line Maxi Dress at BUTTERBYTE STORE? Enjoy authentic quality, pan-India shipping, secure checkout, easy 7-day returns and dedicated customer support. Elevate your ethnic and everyday wardrobe with BUTTERBYTE STORE — premium fashion for the modern Indian.",2250.00,1800.00,20,25,In Stock,t,f,f,4.3,0,2026-05-30 23:57:25.138847+00
bdc07a4c-5236-4786-97c5-31d55e6b7e5d,brown-round-neck-shirt-d,Brown Round Neck Shirt D,BUTTERBYTE STORE,BB-DRESS-004,13fe2d01-8918-412c-8917-c508525e02b5,"Discover the Brown Round Neck Shirt D from BUTTERBYTE STORE — a thoughtfully designed dress crafted for the modern Indian wardrobe. Made with premium, breathable fabric and finished with meticulous tailoring, this Brown Round Neck Shirt D blends contemporary design with timeless ethnic sensibility — ideal for festive occasions, everyday wear, gifting and special celebrations.

Key Highlights:
• Premium soft-touch fabric with a comfortable hand feel
• Tailored fit designed for all-day comfort and easy movement
• Durable double-stitched seams and color-fast dyes for long-lasting wear
• Easy care — machine washable, low maintenance
• Versatile styling — pair with traditional or contemporary essentials

Why shop the Brown Round Neck Shirt D at BUTTERBYTE STORE? Enjoy authentic quality, pan-India shipping, secure checkout, easy 7-day returns and dedicated customer support. Elevate your ethnic and everyday wardrobe with BUTTERBYTE STORE — premium fashion for the modern Indian.",2625.00,2100.00,20,25,In Stock,t,f,f,4.3,0,2026-05-30 23:57:25.207742+00
8cb8b655-695e-49d5-97de-03ee368eb751,pink-and-black-printed-sleeveless-maxi-dress,Pink And Black Printed Sleeveless Maxi Dress,BUTTERBYTE STORE,BB-DRESS-005,13fe2d01-8918-412c-8917-c508525e02b5,"Discover the Pink And Black Printed Sleeveless Maxi Dress from BUTTERBYTE STORE — a thoughtfully designed dress crafted for the modern Indian wardrobe. Made with premium, breathable fabric and finished with meticulous tailoring, this Pink And Black Printed Sleeveless Maxi Dress blends contemporary design with timeless ethnic sensibility — ideal for festive occasions, everyday wear, gifting and special celebrations.

Key Highlights:
• Premium soft-touch fabric with a comfortable hand feel
• Tailored fit designed for all-day comfort and easy movement
• Durable double-stitched seams and color-fast dyes for long-lasting wear
• Easy care — machine washable, low maintenance
• Versatile styling — pair with traditional or contemporary essentials

Why shop the Pink And Black Printed Sleeveless Maxi Dress at BUTTERBYTE STORE? Enjoy authentic quality, pan-India shipping, secure checkout, easy 7-day returns and dedicated customer support. Elevate your ethnic and everyday wardrobe with BUTTERBYTE STORE — premium fashion for the modern Indian.",3375.00,2700.00,20,25,In Stock,f,t,f,4.3,0,2026-05-30 23:57:25.276629+00
e0630480-265f-42b5-b656-e76d7cd08ec6,pink-elasticated-cinched-waist-maxi-dress,Pink Elasticated Cinched Waist Maxi Dress,BUTTERBYTE STORE,BB-DRESS-006,13fe2d01-8918-412c-8917-c508525e02b5,"Discover the Pink Elasticated Cinched Waist Maxi Dress from BUTTERBYTE STORE — a thoughtfully designed dress crafted for the modern Indian wardrobe. Made with premium, breathable fabric and finished with meticulous tailoring, this Pink Elasticated Cinched Waist Maxi Dress blends contemporary design with timeless ethnic sensibility — ideal for festive occasions, everyday wear, gifting and special celebrations.

Key Highlights:
• Premium soft-touch fabric with a comfortable hand feel
• Tailored fit designed for all-day comfort and easy movement
• Durable double-stitched seams and color-fast dyes for long-lasting wear
• Easy care — machine washable, low maintenance
• Versatile styling — pair with traditional or contemporary essentials

Why shop the Pink Elasticated Cinched Waist Maxi Dress at BUTTERBYTE STORE? Enjoy authentic quality, pan-India shipping, secure checkout, easy 7-day returns and dedicated customer support. Elevate your ethnic and everyday wardrobe with BUTTERBYTE STORE — premium fashion for the modern Indian.",1375.00,1100.00,20,25,In Stock,f,t,f,4.3,0,2026-05-30 23:57:25.345546+00
